detector,texture,ap50,max_conf,mean_conf,views_above_0.5,views_below_0.1,total_views
yolov5m,experiments/phase1_eot_pytorch/final/random_texture.npy,0.9777777777777776,0.9111708998680115,0.6885823882288403,308,8,360
