viewpoint,yaw,pitch,distance,max_conf_carla,num_detections,iou
279,279,-15,8,0.05870052054524422,5,0.8934025764465332
280,280,-15,8,0.06683715432882309,11,0.9270405173301697
281,281,-15,8,0.04578813910484314,3,0.9462787508964539
282,282,-15,8,0.05793905258178711,6,0.9575515389442444
283,283,-15,8,0.07210882008075714,15,0.9547883868217468
284,284,-15,8,0.051534269005060196,6,0.9474822878837585
285,285,-15,8,0.05377990007400513,25,0.9392582178115845
286,286,-15,8,0.04919862374663353,17,0.9696158170700073
287,287,-15,8,0.04890231788158417,10,0.969501793384552
288,288,-15,8,0.04882955923676491,16,0.9651926159858704
289,289,-15,8,0.04877224564552307,21,0.9413056969642639
290,290,-15,8,0.05947382003068924,24,0.9372385740280151
291,291,-15,8,0.060471177101135254,26,0.9439709186553955
292,292,-15,8,0.08401903510093689,42,0.9446300864219666
293,293,-15,8,0.07919524610042572,37,0.9453346729278564
294,294,-15,8,0.10369463264942169,42,0.9552966356277466
295,295,-15,8,0.10148173570632935,41,0.9522294998168945
296,296,-15,8,0.08743629604578018,38,0.9511387348175049
297,297,-15,8,0.04408911615610123,16,0.9467090368270874
298,298,-15,8,0.044056810438632965,17,0.9478433132171631
299,299,-15,8,0.042895760387182236,22,0.9231643080711365
300,300,-15,8,0.05915805324912071,33,0.9395914673805237
301,301,-15,8,0.11381766945123672,40,0.9295570850372314
302,302,-15,8,0.213246151804924,46,0.9243790507316589
303,303,-15,8,0.4428141713142395,59,0.9357880353927612
304,304,-15,8,0.3379521369934082,49,0.9486972093582153
305,305,-15,8,0.16430005431175232,42,0.946075439453125
306,306,-15,8,0.3109380006790161,51,0.9646644592285156
307,307,-15,8,0.1050291657447815,38,0.940824568271637
308,308,-15,8,0.14060203731060028,40,0.9328588843345642
309,309,-15,8,0.4456879198551178,56,0.9616419076919556
310,310,-15,8,0.367936909198761,52,0.960123598575592
311,311,-15,8,0.16172531247138977,45,0.9524412155151367
312,312,-15,8,0.13727876543998718,41,0.9587095975875854
313,313,-15,8,0.14707759022712708,37,0.9638305306434631
314,314,-15,8,0.10044470429420471,31,0.966279149055481
315,315,-15,8,0.20641551911830902,42,0.9699234962463379
316,316,-15,8,0.2974244952201843,50,0.9733484387397766
317,317,-15,8,0.1017911434173584,32,0.9579071402549744
318,318,-15,8,0.09462596476078033,29,0.9473138451576233
319,319,-15,8,0.21565978229045868,44,0.95164555311203
320,320,-15,8,0.37984025478363037,52,0.9517520070075989
321,321,-15,8,0.19496513903141022,41,0.9466463923454285
322,322,-15,8,0.23782411217689514,45,0.9433450698852539
323,323,-15,8,0.19164618849754333,46,0.9353082776069641
324,324,-15,8,0.14204594492912292,38,0.9378613829612732
