detector,texture,ap50,max_conf,mean_conf,views_above_0.5,views_below_0.1,total_views
faster_rcnn,experiments/phase1_eot_pytorch/final/texture_final.npy,0.9999999999999999,0.9995471835136414,0.9956520310706563,360,0,360
