detector,texture,ap50,max_conf,mean_conf,views_above_0.5,views_below_0.1,total_views
ssd,experiments/phase1_eot_pytorch/final/random_texture.npy,0.96297116114753,0.9052931070327759,0.3644511580777665,97,40,360
