detector,texture,ap50,max_conf,mean_conf,views_above_0.5,views_below_0.1,total_views
yolov5s,experiments/phase1_eot_pytorch/final/random_texture.npy,0.9999999999999999,0.9302971959114075,0.8947889008455806,360,0,360
