viewpoint,yaw,pitch,distance,detector,max_conf,num_detections,iou
0,0,-15,8,yolov5s,0.8943875432014465,1,0.9318873882293701
1,1,-15,8,yolov5s,0.890982985496521,1,0.9420620799064636
2,2,-15,8,yolov5s,0.8882936835289001,1,0.9509934186935425
3,3,-15,8,yolov5s,0.8876346945762634,1,0.9539043307304382
4,4,-15,8,yolov5s,0.8853331804275513,1,0.9402598738670349
5,5,-15,8,yolov5s,0.8932342529296875,1,0.9501343965530396
6,6,-15,8,yolov5s,0.8965457677841187,1,0.940741777420044
7,7,-15,8,yolov5s,0.8948456048965454,1,0.9410490989685059
8,8,-15,8,yolov5s,0.8995304703712463,1,0.9314490556716919
9,9,-15,8,yolov5s,0.9075066447257996,1,0.9410362243652344
10,10,-15,8,yolov5s,0.9083977341651917,1,0.9523895978927612
11,11,-15,8,yolov5s,0.9101388454437256,1,0.942568302154541
12,12,-15,8,yolov5s,0.9108463525772095,1,0.9410246014595032
13,13,-15,8,yolov5s,0.9140095710754395,1,0.9365330338478088
14,14,-15,8,yolov5s,0.9141513109207153,1,0.9346528649330139
15,15,-15,8,yolov5s,0.9143601059913635,1,0.9321431517601013
16,16,-15,8,yolov5s,0.9142305850982666,1,0.9369275569915771
17,17,-15,8,yolov5s,0.9148319959640503,1,0.933933436870575
18,18,-15,8,yolov5s,0.9139358997344971,1,0.928856611251831
19,19,-15,8,yolov5s,0.9098846912384033,1,0.9188652634620667
20,20,-15,8,yolov5s,0.9093232154846191,1,0.9284195899963379
21,21,-15,8,yolov5s,0.9111599326133728,1,0.9288684725761414
22,22,-15,8,yolov5s,0.9123817086219788,1,0.9315975308418274
23,23,-15,8,yolov5s,0.9112616777420044,1,0.9313856363296509
24,24,-15,8,yolov5s,0.9117347598075867,1,0.9392243027687073
25,25,-15,8,yolov5s,0.9094298481941223,1,0.928644061088562
26,26,-15,8,yolov5s,0.9084752798080444,1,0.9341252446174622
27,27,-15,8,yolov5s,0.9052520394325256,1,0.9432181119918823
28,28,-15,8,yolov5s,0.9073589444160461,1,0.942207396030426
29,29,-15,8,yolov5s,0.9107839465141296,1,0.9427034854888916
30,30,-15,8,yolov5s,0.9128340482711792,1,0.9301912188529968
31,31,-15,8,yolov5s,0.9132084846496582,1,0.9315416216850281
32,32,-15,8,yolov5s,0.9111913442611694,1,0.9335795640945435
33,33,-15,8,yolov5s,0.9081964492797852,1,0.9512198567390442
34,34,-15,8,yolov5s,0.9101226329803467,1,0.9584824442863464
35,35,-15,8,yolov5s,0.9144154191017151,1,0.9500280022621155
36,36,-15,8,yolov5s,0.9199971556663513,1,0.9339386224746704
37,37,-15,8,yolov5s,0.9216906428337097,1,0.9311603903770447
38,38,-15,8,yolov5s,0.9225506782531738,1,0.9343262910842896
39,39,-15,8,yolov5s,0.9230302572250366,1,0.9426155090332031
40,40,-15,8,yolov5s,0.9231616258621216,1,0.95530104637146
41,41,-15,8,yolov5s,0.924475908279419,1,0.9587190747261047
42,42,-15,8,yolov5s,0.9205213189125061,1,0.9645639657974243
43,43,-15,8,yolov5s,0.9204394817352295,1,0.9568184018135071
44,44,-15,8,yolov5s,0.9153207540512085,1,0.9570004343986511
45,45,-15,8,yolov5s,0.9220094084739685,1,0.9443330764770508
46,46,-15,8,yolov5s,0.9108704328536987,1,0.9537763595581055
47,47,-15,8,yolov5s,0.9029079079627991,1,0.9420335292816162
48,48,-15,8,yolov5s,0.8993653655052185,1,0.946395754814148
49,49,-15,8,yolov5s,0.8911076784133911,1,0.9586794376373291
50,50,-15,8,yolov5s,0.8662958145141602,1,0.9537181854248047
51,51,-15,8,yolov5s,0.8565362691879272,1,0.946566641330719
52,52,-15,8,yolov5s,0.855429470539093,1,0.9437392354011536
53,53,-15,8,yolov5s,0.8973117470741272,1,0.9548727869987488
54,54,-15,8,yolov5s,0.885259211063385,1,0.9511141777038574
55,55,-15,8,yolov5s,0.8922115564346313,1,0.9509848356246948
56,56,-15,8,yolov5s,0.9085556864738464,1,0.9512429237365723
57,57,-15,8,yolov5s,0.911754846572876,1,0.9631638526916504
58,58,-15,8,yolov5s,0.9134989976882935,1,0.9619941115379333
59,59,-15,8,yolov5s,0.9047319293022156,1,0.9655971527099609
60,60,-15,8,yolov5s,0.9134066700935364,1,0.9669778347015381
61,61,-15,8,yolov5s,0.9239705204963684,1,0.9689624309539795
62,62,-15,8,yolov5s,0.9253309369087219,1,0.973140299320221
63,63,-15,8,yolov5s,0.927152693271637,1,0.9724032878875732
64,64,-15,8,yolov5s,0.9275091886520386,1,0.9713178277015686
65,65,-15,8,yolov5s,0.9236705303192139,1,0.971308171749115
66,66,-15,8,yolov5s,0.925683856010437,1,0.9684762954711914
67,67,-15,8,yolov5s,0.9235095977783203,1,0.9662508964538574
68,68,-15,8,yolov5s,0.9239490032196045,1,0.9714930653572083
69,69,-15,8,yolov5s,0.9216732382774353,1,0.9721800088882446
70,70,-15,8,yolov5s,0.9205185174942017,1,0.9781944751739502
71,71,-15,8,yolov5s,0.9188599586486816,1,0.9759811162948608
72,72,-15,8,yolov5s,0.922255277633667,1,0.977985143661499
73,73,-15,8,yolov5s,0.9210163354873657,1,0.9771307706832886
74,74,-15,8,yolov5s,0.920664370059967,1,0.9831807017326355
75,75,-15,8,yolov5s,0.9163411259651184,1,0.9767246246337891
76,76,-15,8,yolov5s,0.91593998670578,1,0.9812061190605164
77,77,-15,8,yolov5s,0.9156272411346436,1,0.9776461124420166
78,78,-15,8,yolov5s,0.9158322811126709,1,0.9851784706115723
79,79,-15,8,yolov5s,0.9146825671195984,1,0.9915054440498352
80,80,-15,8,yolov5s,0.9179562926292419,1,0.9641773104667664
81,81,-15,8,yolov5s,0.9137305617332458,1,0.9872940182685852
82,82,-15,8,yolov5s,0.907956600189209,1,0.9800295233726501
83,83,-15,8,yolov5s,0.8940008282661438,1,0.9755085110664368
84,84,-15,8,yolov5s,0.8942577838897705,1,0.9799679517745972
85,85,-15,8,yolov5s,0.8845276236534119,1,0.9721689224243164
86,86,-15,8,yolov5s,0.8789499402046204,1,0.9338042140007019
87,87,-15,8,yolov5s,0.8928864002227783,1,0.9407669305801392
88,88,-15,8,yolov5s,0.9013351202011108,1,0.9317634701728821
89,89,-15,8,yolov5s,0.9016731381416321,1,0.936067521572113
90,90,-15,8,yolov5s,0.9055212736129761,1,0.9313705563545227
91,91,-15,8,yolov5s,0.9056025743484497,1,0.9378364682197571
92,92,-15,8,yolov5s,0.8969089984893799,1,0.9314157962799072
93,93,-15,8,yolov5s,0.9018239378929138,1,0.9285517334938049
94,94,-15,8,yolov5s,0.9003927707672119,1,0.9254258275032043
95,95,-15,8,yolov5s,0.9089837074279785,1,0.9349642992019653
96,96,-15,8,yolov5s,0.9023914337158203,1,0.9371031522750854
97,97,-15,8,yolov5s,0.9096447825431824,1,0.9462212324142456
98,98,-15,8,yolov5s,0.9125277400016785,1,0.9508242607116699
99,99,-15,8,yolov5s,0.9182701110839844,1,0.9387415051460266
100,100,-15,8,yolov5s,0.9173523187637329,1,0.95168137550354
101,101,-15,8,yolov5s,0.9140231609344482,1,0.9415266513824463
102,102,-15,8,yolov5s,0.9157015681266785,1,0.9358829259872437
103,103,-15,8,yolov5s,0.9046121835708618,1,0.9504948854446411
104,104,-15,8,yolov5s,0.8976544737815857,1,0.9452667832374573
105,105,-15,8,yolov5s,0.8846021294593811,1,0.9415333867073059
106,106,-15,8,yolov5s,0.8973791599273682,1,0.9428085088729858
107,107,-15,8,yolov5s,0.8967570066452026,1,0.9398221969604492
108,108,-15,8,yolov5s,0.8851141929626465,1,0.9361196160316467
109,109,-15,8,yolov5s,0.8995105028152466,1,0.9474076628684998
110,110,-15,8,yolov5s,0.8937676548957825,1,0.9441957473754883
111,111,-15,8,yolov5s,0.8761417269706726,1,0.9529474973678589
112,112,-15,8,yolov5s,0.8862003684043884,1,0.9600335955619812
113,113,-15,8,yolov5s,0.9020985960960388,1,0.9652561545372009
114,114,-15,8,yolov5s,0.9014812111854553,1,0.965572714805603
115,115,-15,8,yolov5s,0.9016863107681274,1,0.9673381447792053
116,116,-15,8,yolov5s,0.9035901427268982,1,0.9624029397964478
117,117,-15,8,yolov5s,0.8836132287979126,1,0.9731168746948242
118,118,-15,8,yolov5s,0.8921316266059875,1,0.9829406142234802
119,119,-15,8,yolov5s,0.8897383809089661,1,0.9823892712593079
120,120,-15,8,yolov5s,0.854497492313385,1,0.9775754809379578
121,121,-15,8,yolov5s,0.892494261264801,1,0.9666153192520142
122,122,-15,8,yolov5s,0.9015230536460876,1,0.960668683052063
123,123,-15,8,yolov5s,0.890053391456604,1,0.9669579267501831
124,124,-15,8,yolov5s,0.8522869944572449,1,0.9632575511932373
125,125,-15,8,yolov5s,0.8783100247383118,1,0.968323290348053
126,126,-15,8,yolov5s,0.8824785947799683,1,0.965692937374115
127,127,-15,8,yolov5s,0.8954665064811707,1,0.9557768702507019
128,128,-15,8,yolov5s,0.8927375078201294,1,0.9651632308959961
129,129,-15,8,yolov5s,0.9033248424530029,1,0.9644144177436829
130,130,-15,8,yolov5s,0.8928787708282471,1,0.9787871837615967
131,131,-15,8,yolov5s,0.9054793119430542,1,0.9810505509376526
132,132,-15,8,yolov5s,0.9080546498298645,1,0.9844915270805359
133,133,-15,8,yolov5s,0.9078409075737,1,0.9760044813156128
134,134,-15,8,yolov5s,0.9122217297554016,1,0.9716387987136841
135,135,-15,8,yolov5s,0.9010588526725769,1,0.9548162221908569
136,136,-15,8,yolov5s,0.9019166231155396,1,0.9530327916145325
137,137,-15,8,yolov5s,0.8764217495918274,1,0.9627076983451843
138,138,-15,8,yolov5s,0.9002170562744141,1,0.9686214327812195
139,139,-15,8,yolov5s,0.9056585431098938,1,0.973794162273407
140,140,-15,8,yolov5s,0.9104804992675781,1,0.9825869202613831
141,141,-15,8,yolov5s,0.9154744148254395,1,0.9701593518257141
142,142,-15,8,yolov5s,0.8963683247566223,1,0.9656174778938293
143,143,-15,8,yolov5s,0.900734543800354,1,0.9668340086936951
144,144,-15,8,yolov5s,0.9198474287986755,1,0.9582640528678894
145,145,-15,8,yolov5s,0.9135931730270386,1,0.9664169549942017
146,146,-15,8,yolov5s,0.912209689617157,1,0.958320140838623
147,147,-15,8,yolov5s,0.9107951521873474,1,0.9654484391212463
148,148,-15,8,yolov5s,0.9062172174453735,1,0.9632319808006287
149,149,-15,8,yolov5s,0.8796816468238831,1,0.9590448141098022
150,150,-15,8,yolov5s,0.8678606748580933,1,0.9418846964836121
151,151,-15,8,yolov5s,0.8463900685310364,1,0.9108886122703552
152,152,-15,8,yolov5s,0.8529287576675415,1,0.9335459470748901
153,153,-15,8,yolov5s,0.8634931445121765,1,0.9423334002494812
154,154,-15,8,yolov5s,0.8698045611381531,1,0.9566025733947754
155,155,-15,8,yolov5s,0.8859092593193054,1,0.9566282033920288
156,156,-15,8,yolov5s,0.8724446296691895,1,0.9558530449867249
157,157,-15,8,yolov5s,0.8821617960929871,1,0.959892749786377
158,158,-15,8,yolov5s,0.8925029635429382,1,0.9647229313850403
159,159,-15,8,yolov5s,0.9030594825744629,1,0.9643393754959106
160,160,-15,8,yolov5s,0.9111459255218506,1,0.9614124894142151
161,161,-15,8,yolov5s,0.9023352861404419,1,0.9617596864700317
162,162,-15,8,yolov5s,0.9050273299217224,1,0.9702526926994324
163,163,-15,8,yolov5s,0.9097864627838135,1,0.966331958770752
164,164,-15,8,yolov5s,0.9130819439888,1,0.969126284122467
165,165,-15,8,yolov5s,0.9125128984451294,1,0.9716918468475342
166,166,-15,8,yolov5s,0.9100720882415771,1,0.9689347147941589
167,167,-15,8,yolov5s,0.9042076468467712,1,0.9750484228134155
168,168,-15,8,yolov5s,0.8967916965484619,1,0.9629694819450378
169,169,-15,8,yolov5s,0.8895930647850037,1,0.9572352170944214
170,170,-15,8,yolov5s,0.8852794170379639,1,0.9741543531417847
171,171,-15,8,yolov5s,0.8768881559371948,1,0.9804360866546631
172,172,-15,8,yolov5s,0.8708150386810303,1,0.9738295078277588
173,173,-15,8,yolov5s,0.8657088875770569,1,0.9627823233604431
