viewpoint,yaw,pitch,distance,max_conf_carla,num_detections,iou
316,316,-15,8,0.026905573904514313,1,0.8477721810340881
317,317,-15,8,0.026315318420529366,1,0.8517053723335266
318,318,-15,8,0.0,0,0.0
319,319,-15,8,0.0,0,0.0
320,320,-15,8,0.0,0,0.0
321,321,-15,8,0.026143133640289307,1,0.8835174441337585
322,322,-15,8,0.0,0,0.0
323,323,-15,8,0.026343761011958122,1,0.8567687273025513
324,324,-15,8,0.022800570353865623,1,0.8574045300483704
325,325,-15,8,0.0,0,0.0
326,326,-15,8,0.022377654910087585,1,0.8568069338798523
327,327,-15,8,0.025973420590162277,1,0.8634907603263855
328,328,-15,8,0.0236491821706295,1,0.8515223264694214
329,329,-15,8,0.0,0,0.0
330,330,-15,8,0.0,0,0.0
331,331,-15,8,0.0,0,0.0
332,332,-15,8,0.0,0,0.0
333,333,-15,8,0.0,0,0.0
334,334,-15,8,0.02578522264957428,1,0.8680021166801453
335,335,-15,8,0.0,0,0.0
336,336,-15,8,0.0,0,0.0
337,337,-15,8,0.0,0,0.0
338,338,-15,8,0.0,0,0.0
339,339,-15,8,0.017141060903668404,1,0.8555591702461243
340,340,-15,8,0.01620955392718315,1,0.8542467355728149
341,341,-15,8,0.021960679441690445,1,0.8480153679847717
342,342,-15,8,0.020118800923228264,1,0.8923311829566956
343,343,-15,8,0.026640405878424644,1,0.9030992984771729
344,344,-15,8,0.030805667862296104,1,0.8949910402297974
345,345,-15,8,0.02977670356631279,1,0.8948579430580139
346,346,-15,8,0.03429962322115898,1,0.9015409350395203
347,347,-15,8,0.044451337307691574,1,0.9250134825706482
348,348,-15,8,0.04404757171869278,1,0.9279681444168091
349,349,-15,8,0.05264695733785629,1,0.9173136949539185
350,350,-15,8,0.054539114236831665,1,0.9168297648429871
351,351,-15,8,0.062383733689785004,1,0.903165340423584
352,352,-15,8,0.08699068427085876,1,0.9215327501296997
353,353,-15,8,0.09673391282558441,1,0.9336565732955933
354,354,-15,8,0.11821083724498749,1,0.9433144927024841
355,355,-15,8,0.11629574000835419,1,0.9294348955154419
356,356,-15,8,0.1109371930360794,1,0.9306845664978027
357,357,-15,8,0.1037096157670021,3,0.9195431470870972
358,358,-15,8,0.09503716230392456,2,0.9019893407821655
359,359,-15,8,0.12015436589717865,3,0.9048470854759216
