detector,texture,ap50,max_conf,mean_conf,views_above_0.5,views_below_0.1,total_views
yolov5l,experiments/phase1_eot_pytorch/final/random_texture.npy,0.9777777777777776,0.9602656364440918,0.879169260048204,339,8,360
